MAME Name,EN Name,CN Name
vhuntjr2,Vampire Hunter: Darkstalkers' Revenge (Japan 950302),恶魔猎人 - 恶魔的复仇（950302 日版）
vsav,Vampire Savior: The Lord of Vampire (Euro 970519),恶魔救世主 - 吸血鬼贵族（970519 欧版）
vsav2,Vampire Savior 2: The Lord of Vampire (Japan 970913),恶魔救世主 2 - 吸血鬼贵族（970913 日版 凤凰版）
vsav2d,Vampire Savior 2: The Lord of Vampire (Japan 970913 Phoenix Edition) (bootleg),恶魔救世主 2 - 吸血鬼贵族（970913 日版）
vsava,Vampire Savior: The Lord of Vampire (Asia 970519),恶魔救世主 - 吸血鬼贵族（970519 亚洲版）
vsavd,Vampire Savior: The Lord of Vampire (Euro 970519 Phoenix Edition) (bootleg),恶魔救世主 - 吸血鬼贵族（970519 欧版 凤凰版）
vsavh,Vampire Savior: The Lord of Vampire (Hispanic 970519),恶魔救世主 - 吸血鬼贵族（970519 西班牙版）
vsavj,Vampire Savior: The Lord of Vampire (Japan 970519),恶魔救世主 - 吸血鬼贵族（970519 日版）
vsavu,Vampire Savior: The Lord of Vampire (USA 970519),恶魔救世主 - 吸血鬼贵族（970519 美版）
xmcota,X-Men: Children of the Atom (Euro 950331),X 战警 - 磁场原子人（950331 欧版）
xmcotaa,X-Men: Children of the Atom (Asia 950105),X 战警 - 磁场原子人（950105 亚洲版）
xmcotaar1,X-Men: Children of the Atom (Asia 941217),X 战警 - 磁场原子人（941217 亚洲版）
xmcotah,X-Men: Children of the Atom (Hispanic 950331),X 战警 - 磁场原子人（950331 西班牙版）
xmcotahr1,X-Men: Children of the Atom (Hispanic 950105),X 战警 - 磁场原子人（950105 西班牙版）
xmcotaj,X-Men: Children of the Atom (Japan 950105),X 战警 - 磁场原子人（950105 日版）
xmcotaj1,X-Men: Children of the Atom (Japan 941222),X 战警 - 磁场原子人（941222 日版）
xmcotaj2,X-Men: Children of the Atom (Japan 941219),X 战警 - 磁场原子人（941219 日版）
xmcotaj3,X-Men: Children of the Atom (Japan 941217),X 战警 - 磁场原子人（941217 日版）
xmcotajr,X-Men: Children of the Atom (Japan 941208 rent version),X 战警 - 磁场原子人（941208 日版 租赁版）
xmcotar1,X-Men: Children of the Atom (Euro 950105),X 战警 - 磁场原子人（950105 欧版）
xmcotar1d,X-Men: Children of the Atom (Euro 950105 Phoenix Edition) (bootleg),X 战警 - 磁场原子人（950105 欧版 凤凰版）
xmcotau,X-Men: Children of the Atom (USA 950105),X 战警 - 磁场原子人（950105 美版）
xmvsf,X-Men Vs. Street Fighter (Euro 961004),X 战警对街头霸王（961004 欧版）
xmvsfa,X-Men Vs. Street Fighter (Asia 961023),X 战警对街头霸王（961023 亚洲版）
xmvsfar1,X-Men Vs. Street Fighter (Asia 961004),X 战警对街头霸王（961004 亚洲版）
xmvsfar2,X-Men Vs. Street Fighter (Asia 960919),X 战警对街头霸王（960919 亚洲版）
xmvsfar3,X-Men Vs. Street Fighter (Asia 960910),X 战警对街头霸王（960910 亚洲版）
xmvsfb,X-Men Vs. Street Fighter (Brazil 961023),X 战警对街头霸王（961023 巴西版）
xmvsfh,X-Men Vs. Street Fighter (Hispanic 961004),X 战警对街头霸王（961004 西班牙版）
xmvsfj,X-Men Vs. Street Fighter (Japan 961023),X 战警对街头霸王（961023 日版）
xmvsfjr1,X-Men Vs. Street Fighter (Japan 961004),X 战警对街头霸王（961004 日版）
xmvsfjr2,X-Men Vs. Street Fighter (Japan 960910),X 战警对街头霸王（960910 日版）
xmvsfjr3,X-Men Vs. Street Fighter (Japan 960909),X 战警对街头霸王（960909 日版）
xmvsfr1,X-Men Vs. Street Fighter (Euro 960910),X 战警对街头霸王（960910 欧版）
xmvsfu,X-Men Vs. Street Fighter (USA 961023),X 战警对街头霸王（961023 美版）
xmvsfu1d,X-Men Vs. Street Fighter (USA 961004 Phoenix Edition) (bootleg),X 战警对街头霸王（961004 美版 凤凰版）
xmvsfur1,X-Men Vs. Street Fighter (USA 961004),X 战警对街头霸王（961004 美版）
xmvsfur2,X-Men Vs. Street Fighter (USA 960910),X 战警对街头霸王（960910 美版）
