Name EN,Name ZH
Top Gear Rally 2 (USA),疯狂汽车秀-拉力赛2(美版)
Toy Story 2 - Buzz Lightyear to the Rescue! (Europe),玩具总动员2-巴斯光年前来救援(欧版)
Toy Story 2 - Buzz Lightyear to the Rescue! (USA),玩具总动员2-巴斯光年前来救援(美版)
Toy Story 2 - Buzz Lightyear to the Rescue! (USA) (Rev 1),玩具总动员2-巴斯光年前来救援(美版)(版本1)
Toy Story 2 - Buzz l'Eclair a la Rescousse! (France),玩具总动员2-巴斯光年前来救援(法国)
Toy Story 2 - Captain Buzz Lightyear auf Rettungsmission! (Germany),玩具总动员2-巴斯光年前来救援(德国)
Toy Story 2 - Captain Buzz Lightyear auf Rettungsmission! (Germany) (Rev 1),玩具总动员2-巴斯光年前来救援(德国)(版本1)
Transformers - Beast Wars Metals 64 (Japan),变形金刚-超能勇士(日版)
Transformers - Beast Wars Transmetals (USA),变形金刚-超能勇士(美版)
Triple Play 2000 (USA),美国职棒三杀2000(美版)
Tsumi to Batsu - Hoshi no Keishousha (Japan),罪与罚-地球的继承者(日版)
Turok - Dinosaur Hunter (Europe),恐龙猎人(欧版)
Turok - Dinosaur Hunter (Europe) (Rev 1),恐龙猎人(欧版)(版本1)
Turok - Dinosaur Hunter (Europe) (Rev 2),恐龙猎人(欧版)(版本2)
Turok - Dinosaur Hunter (Germany),恐龙猎人(德国)
Turok - Dinosaur Hunter (Germany) (Rev 1),恐龙猎人(德国)(版本1)
Turok - Dinosaur Hunter (Germany) (Rev 2),恐龙猎人(德国)(版本2)
Turok - Dinosaur Hunter (USA),恐龙猎人(美版)
Turok - Dinosaur Hunter (USA) (Rev 1),恐龙猎人(美版)(版本1)
Turok - Dinosaur Hunter (USA) (Rev 2),恐龙猎人(美版)(版本2)
Turok - Legenden des Verlorenen Landes (Germany),恐龙猎人-狂怒之战(德国)
Turok - Rage Wars (Europe),恐龙猎人-狂怒之战(欧版)
"Turok - Rage Wars (Europe) (En,Fr,It)","恐龙猎人-狂怒之战(欧版)(英,法,意)"
Turok - Rage Wars (USA),恐龙猎人-狂怒之战(美版)
Turok - Rage Wars (USA) (Rev 1),恐龙猎人-狂怒之战(美版)(版本1)
Turok 2 - Seeds of Evil (Europe),恐龙猎人2-邪恶之种(欧版)
"Turok 2 - Seeds of Evil (Europe) (En,Fr,Es,It)","恐龙猎人2-邪恶之种(欧版)(英,法,西,意)"
Turok 2 - Seeds of Evil (Germany),恐龙猎人2-邪恶之种(德国)
Turok 2 - Seeds of Evil (USA),恐龙猎人2-邪恶之种(美版)
Turok 2 - Seeds of Evil (USA) (Rev 1),恐龙猎人2-邪恶之种(美版)(版本1)
Turok 3 - Shadow of Oblivion (Europe),恐龙猎人3-遗忘之影(欧版)
Turok 3 - Shadow of Oblivion (USA),恐龙猎人3-遗忘之影(美版)
Twisted Edge - Extreme Snowboarding (USA),雪地滑板王(美版)
Twisted Edge - Snowboarding (Europe),雪地滑板王(欧版)
Utchan Nanchan no Hono no Challenger - Denryuu Ira Ira Bou (Japan),电流棒(日版)(日版)
"V-Rally Edition 99 (Europe) (En,Fr,De)","V拉力赛车'99(欧版)(英,法,德)"
V-Rally Edition 99 (Japan),V拉力赛车'99(日版)
V-Rally Edition 99 (USA),V拉力赛车'99(美版)
Vigilante 8 (Europe),武装战斗车(欧版)
Vigilante 8 (France),武装战斗车(法国)
Vigilante 8 (Germany),武装战斗车(德国)
Vigilante 8 (USA),武装战斗车(美版)
Vigilante 8 - 2nd Offense (Europe),武装战斗车-第二进攻点(欧版)
Vigilante 8 - 2nd Offense (USA),武装战斗车-第二进攻点(美版)
Violence Killer - Turok New Generation (Japan),恐龙猎人2-邪恶之种(日版)
"Virtual Chess 64 (Europe) (En,Fr,De,Es,It,Nl)","虚拟国际象棋64(欧版)(英,法,德,西,意,荷)"
"Virtual Chess 64 (USA) (En,Fr,Es)","虚拟国际象棋64(美版)(英,法,西)"
Virtual Pool 64 (Europe),虚拟台球64(欧版)
Virtual Pool 64 (USA),虚拟台球64(美版)
Virtual Pro Wrestling 2 - Oudou Keishou (Japan),虚拟职业摔角2-王道继承(日版)
Virtual Pro Wrestling 64 (Japan),虚拟职业摔角64(日版)
WCW Backstage Assault (USA),世界冠军摔角-后台摔角(美版)
WCW Mayhem (Europe),世界冠军摔角-故意伤害(欧版)
WCW Mayhem (USA),世界冠军摔角-故意伤害(美版)
WCW Nitro (USA),世界冠军摔角-火爆摔角(美版)
WCW vs. nWo - World Tour (Europe),世界冠军摔角-世界巡回赛(欧版)
WCW vs. nWo - World Tour (USA),世界冠军摔角-世界巡回赛(美版)
WCW vs. nWo - World Tour (USA) (Rev 1),世界冠军摔角-世界巡回赛(美版)(版本1)
WCW-nWo Revenge (Europe),世界冠军摔角-复仇(欧版)
WCW-nWo Revenge (USA),世界冠军摔角-复仇(美版)
WWF Attitude (Europe),世界摔角联盟-恶劣态度(欧版)
WWF Attitude (Germany),世界摔角联盟-恶劣态度(德国)
WWF Attitude (USA),世界摔角联盟-恶劣态度(美版)
WWF No Mercy (Europe),世界摔角联盟-不可饶恕(欧版)
WWF No Mercy (Europe) (Rev 1),世界摔角联盟-不可饶恕(欧版)(版本1)
WWF No Mercy (USA),世界摔角联盟-不可饶恕(美版)
WWF No Mercy (USA) (Rev 1),世界摔角联盟-不可饶恕(美版)(版本1)
WWF War Zone (Europe),世界摔角联盟-战区(欧版)
WWF War Zone (USA),世界摔角联盟-战区(美版)
WWF WrestleMania 2000 (Europe),世界摔角联盟-摔角狂热2000(欧版)
WWF WrestleMania 2000 (Japan),世界摔角联盟-摔角狂热2000(日版)
WWF WrestleMania 2000 (USA),世界摔角联盟-摔角狂热2000(美版)
Waialae Country Club - True Golf Classics (Europe),维艾勒伊乡村俱乐部-真正的高尔夫经典(欧版)
Waialae Country Club - True Golf Classics (Europe) (Rev 1),维艾勒伊乡村俱乐部-真正的高尔夫经典(欧版)(版本1)
Waialae Country Club - True Golf Classics (USA),维艾勒伊乡村俱乐部-真正的高尔夫经典(美版)
Waialae Country Club - True Golf Classics (USA) (Rev 1),维艾勒伊乡村俱乐部-真正的高尔夫经典(美版)(版本1)
War Gods (Europe),斗神传说(欧版)
War Gods (USA),斗神传说(美版)
"Wave Race 64 - Kawasaki Jet Ski (Europe) (En,De)","64浪竞速赛-川崎摩托艇(欧版)(英,德)"
Wave Race 64 - Kawasaki Jet Ski (Japan),64浪竞速赛-川崎摩托艇(日版)
Wave Race 64 - Kawasaki Jet Ski (Japan) (Rev 1),64浪竞速赛-川崎摩托艇(日版)(版本1)
Wave Race 64 - Kawasaki Jet Ski (Japan) (Rev 2) (Shindou Edition),64浪竞速赛-川崎摩托艇(日版)(版本2)(震动版)
Wave Race 64 - Kawasaki Jet Ski (USA),64浪竞速赛-川崎摩托艇(美版)
Wave Race 64 - Kawasaki Jet Ski (USA) (Rev 1),64浪竞速赛-川崎摩托艇(美版)(版本1)
"Wayne Gretzky's 3D Hockey '98 (Europe) (En,Fr,De,Es)","韦恩格列斯基3D冰球'98(欧版)(英,法,德,西)"
Wayne Gretzky's 3D Hockey '98 (USA),韦恩格列斯基3D冰球'98(美版)
"Wayne Gretzky's 3D Hockey (Europe) (En,Fr,De,Es)","韦恩格列斯基3D冰球(欧版)(英,法,德,西)"
Wayne Gretzky's 3D Hockey (Japan),韦恩格列斯基3D冰球(日版)
Wayne Gretzky's 3D Hockey (USA),韦恩格列斯基3D冰球(美版)
Wayne Gretzky's 3D Hockey (USA) (Rev 1),韦恩格列斯基3D冰球(美版)(版本1)
"Wetrix (Europe) (En,Fr,De,Es,It,Nl)","水滴对对碰(欧版)(英,法,德,西,意,荷)"
Wetrix (Japan),水滴对对碰(日版)
"Wetrix (USA) (En,Fr,De,Es,It,Nl)","水滴对对碰(美版)(英,法,德,西,意,荷)"
Wheel of Fortune (USA),幸运轮盘(美版)
Wild Choppers (Japan),狂野直升机(日版)
WinBack (Japan),不可能的任务(日版)
WinBack (Japan) (Rev 1),不可能的任务(日版)(版本1)
WinBack - Covert Operations (USA),不可能的任务-隐秘行动(美版)
Wipeout 64 (Europe),反重力赛车64(欧版)
Wipeout 64 (USA),反重力赛车64(美版)
Wonder Project J2 - Koruro no Mori no Jozet (Japan),神奇计划J2-科鲁罗之森的朱赛特(日版)
"World Cup 98 (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)","世界杯'98(欧版)(英,法,德,西,意,荷,瑞,丹)"
"World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv,Da)","世界杯'98(美版)(英,法,德,西,意,荷,瑞,丹)"
"World Driver Championship (Europe) (En,Fr,De,Es,It)","世界赛车锦标赛(欧版)(英,法,德,西,意)"
World Driver Championship (USA),世界赛车锦标赛(美版)
"Worms Armageddon (Europe) (En,Fr,De,Es,It,Nl)","百战天虫-末日浩劫(欧版)(英,法,德,西,意,荷)"
"Worms Armageddon (USA) (En,Fr,Es)","百战天虫-末日浩劫(美版)(英,法,西)"
Xena - Warrior Princess - The Talisman of Fate (Europe),战士公主西娜-命运的护身符(欧版)
Xena - Warrior Princess - The Talisman of Fate (USA),战士公主西娜-命运的护身符(美版)
Yakouchuu II - Satsujin Kouro (Japan),夜光虫2-杀人航路(日版)
Yoshi Story (Japan),耀西的故事(日版)
"Yoshi's Story (Europe) (En,Fr,De)","耀西的故事(欧版)(英,法,德)"
"Yoshi's Story (USA) (En,Ja)","耀西的故事(美版)(英,日)"
Yuke Yuke!! Trouble Makers (Japan),麻烦制造者(日版)
Zelda no Densetsu - Mujura no Kamen (Japan),塞尔达传说-马祖拉的假面(日版)
Zelda no Densetsu - Mujura no Kamen (Japan) (Rev 1),塞尔达传说-马祖拉的假面(日版)(版本1)
Zelda no Densetsu - Toki no Ocarina (Japan),塞尔达传说-时之笛(日版)
Zelda no Densetsu - Toki no Ocarina (Japan) (Rev 1),塞尔达传说-时之笛(日版)(版本1)
Zelda no Densetsu - Toki no Ocarina (Japan) (Rev 2),塞尔达传说-时之笛(日版)(版本2)
Zool - Majuu Tsukai Densetsu (Japan),魔兽使传说(日版)
