Name EN,Name ZH
Tanjou - Debut S (Japan) (1M),诞生 - DEBUT
Victory Goal (Japan) (2B),胜利足球
Victory Goal (Japan) (3A),胜利足球
Pro Yakyuu Greatest Nine '98 (Japan) (Rev A),最强九人棒球 '98
Pro Yakyuu Greatest Nine '98 (Japan) (Rev B),最强九人棒球 '98
Pro Yakyuu Team mo Tsukurou! (Japan) (Rev B),创造职业棒球队
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Shokai Tokutenban) (2M)",樱花大战 2 - 愿君平安
"Conveni 2, The - Zenkoku Chain Tenkai da! (Japan)",便利店 2 - 展开全国连锁
Wangan Dead Heat (Japan),湾岸赛车 - 势均力敌
Wangan Dead Heat + Real Arrange (Japan) (Disc 1),湾岸赛车 - 势均力敌 + 真实演绎
Wangan Dead Heat + Real Arrange (Japan) (Disc 2) (Addition),湾岸赛车 - 势均力敌 + 真实演绎
Sega Rally Championship (Korea),世嘉拉力
Koi no Summer Fantasy - in Miyazaki Seagaia (Japan),恋爱夏日幻想
Voice Fantasia S - Ushinawareta Voice Power (Japan) (Disc 1),声音幻想曲 S - 失去的声音力量
Tokimeki Mahjong Paradise - Koi no Tenpai Beat (Japan),心跳麻雀
Virtua Fighter 2 (Europe) (Rev A) (Made in USA),VR战士 2
Puyo Puyo Sun for SegaNet (Japan),泡泡通太阳 世嘉网络版
Momotarou Douchuuki (Japan) (1M),桃太郎道中记
GeGeGe no Kitarou - Gentou Kaikitan (Japan),鬼太郎幻冬怪奇谭
Tantei Jinguuji Saburou - Mikan no Report (Japan),探侦神宫寺三郎 - 未完的报告
Tantei Jinguuji Saburou - Yume no Owari ni (Japan) (3M),探侦神宫寺三郎 - 在梦的终点
Sound Novel Machi (Japan) (Disc 1) (10.11-10.13 Incl.) (1M),街 - 命运的交叉点
Sound Novel Machi (Japan) (Disc 2) (10.13-10.15 Incl.) (1M),街 - 命运的交叉点
Houma Hunter Lime Perfect Collection (Japan) (Disc 1),宝魔猎人 - 完美精选集
Houma Hunter Lime Perfect Collection (Japan) (Disc 2),宝魔猎人 - 完美精选集
Horror Tour (Japan),穿越死亡线
Shadows of the Tusk (Japan),梦幻侠影
DJ Wars (Japan) (Rev A) (10M),DJ战争
Photo Genic (Japan),照片回忆
Enemy Zero (Japan) (Disc 0) (Opening Disc) (1M),异灵
SegaColle Sega Bible Mogitate SegaSaturn Soukan-gou (Japan),
"Vampire Hunter - Darkstalker's Revenge (Japan) (En,Ja) (Demo)",
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Demo)",樱花大战 2 - 愿君平安
Shining Force III - Scenario 2 - Nerawareta Miko (Japan),光明力量 3 剧本 2 - 被狙击的神子
Puyo Puyo Sun (Japan) (Rev A) (10M),泡泡通太阳
Puyo Puyo Sun (Japan) (2M),泡泡通太阳
NHL Powerplay '96 (USA),NHL冰球强力赛 '96
Wing Arms (USA) (5S),华丽击坠王
Street Fighter - The Movie (USA),街头霸王 电影版
Cyber Speedway (USA),赛博高速公路
NASCAR 98 (USA),纳斯卡赛车 98
Road Rash (USA),暴力摩托
"Road & Track Presents - The Need for Speed (USA) (En,De)",极品飞车 1
Nissan Presents - Over Drivin' GT-R (Japan),极品飞车日产 GTR
Nissan Presents - Over Drivin' GT-R (Japan) (Rev A),极品飞车日产 GTR
Virtua Cop 2 (USA),VR战警 2
Shining Force III (USA),光明力量 3
Guardian Heroes (USA),守护英雄
Shining Wisdom (USA),光明智慧
Super Puzzle Fighter II Turbo (USA),超级方块战士 2 加速版
Saturn Bomberman (USA) (1S),土星炸弹人
Mega Man 8 (USA),洛克人 8
Mega Man X4 (USA),洛克人 X4
Duke Nukem 3D (USA),毁灭公爵 3D
Burning Rangers (USA),救火奇兵
Sonic Jam (USA),索尼克 JAM
Hexen (USA),毁灭巫师
Bug! (USA),BUG虫虫历险记
Bug Too! (USA),虫虫历险记
Machine Head (USA),机器头
Panzer Dragoon Saga (USA) (Disc 2),铁甲飞龙 - 传奇
Panzer Dragoon Saga (USA) (Disc 4),铁甲飞龙 - 传奇
Panzer Dragoon Saga (USA) (Disc 1),铁甲飞龙 - 传奇
Panzer Dragoon Saga (USA) (Disc 3),铁甲飞龙 - 传奇
Dragon Force (USA),龙之力量
Battle Monsters (USA),战争机器怪物
Magic Knight Rayearth (USA),魔法骑士雷亚斯
Street Fighter Collection (USA) (Disc 1),街头霸王合集
Street Fighter Collection (USA) (Disc 2),街头霸王合集
Virtual On - Cyber Troopers (USA),电脑战机
Myst (USA),神秘岛
Fighters Megamix (USA) (RE),VR战士对格斗之蛇
Dark Savior (USA),黑暗救世主
Robotica (USA),死亡逻辑
Croc - Legend of the Gobbos (USA),超级克拉鳄
Astal (USA) (1S),阿斯特拉
"Primal Rage (Europe) (En,Fr,De,Es,It,Pt)",恐龙佣兵
"Olympic Soccer (Europe) (En,Fr,De,Es,It)",奥运足球
Black Dawn (USA),黑暗堕落
Battle Arena Toshinden Remix (USA),斗神传 REMIX
Wipeout (USA),反重力赛车
Panzer Dragoon (Europe) (Demo) (5S),铁甲飞龙
Daytona USA (Europe) (1S),梦游美国
Desire (Japan) (Disc 1),欲望
Desire (Japan) (Disc 2) (1M),欲望
Waku Waku Puyo Puyo Dungeon (Japan) (Demo),火热火热对噗呦噗呦
Virtua Fighter Kids (Korea),VR战士口袋版
Nights into Dreams... (Korea),梦精灵
Advanced V.G. (Japan),少女格斗战
Night Striker S (Japan),午夜风暴 S
"World Advanced Daisenryaku - Koutetsu no Senpuu (Japan) (1M, 4M)",大战略 - 钢铁雄风
World Advanced Daisenryaku - Koutetsu no Senpuu (Japan) (2M),大战略 - 钢铁雄风
World Advanced Daisenryaku - Sakusen File (Japan) (2M),大战略 - 作战文件
Advanced World War - Sennen Teikoku no Koubou - Last of the Millennium (Japan) (2M),高级大战略 - 千年帝国的兴亡
"House of the Dead, The (Japan) (Rev A)",死亡之屋
Fully Cowled Mini Yonku - Super Factory (Japan) (Rev A) (10M),迷你四驱车 - 超级工厂
Sega Saturn de Hakken!! Tamagotchi Park (Japan),世嘉土星 - 拓麻歌子公园
Doom (Japan),毁灭战士
Universal Nuts (Japan),神秘奇迹
Master of Monsters - Neo Generations (Japan),怪兽之主 - 新生代
Sega Ages - Memorial Selection Vol. 1 (Japan),世嘉时代 - 经典纪念合集 1
Sega Ages - After Burner II (Japan),世嘉时代 - 冲破火网 2
Sega Ages - Rouka ni Ichidanto R (Japan),世嘉时代 - 廊下大百科
Sega Ages - Shukudai ga Tanto R (Japan),世嘉时代 - IQ乐园 + 宿题 R
Irem Arcade Classics (Japan),Irem街机经典
Sakura Taisen - Hanagumi Tsuushin (Japan) (1M),
Tokimeki Memorial Taisen Puzzledama (Japan) (1M),心跳回忆 - 对战方块
Shinsetsu Yumemi Yakata - Tobira no Oku ni Dareka ga... (Japan) (Rev A) (5M),真说梦见馆
Nanatsu no Hikan (Japan) (Disc 1) (1M),七之秘馆
Eve - The Lost One (Japan) (Disc 3) (Lost One Disc) (2M),夜行侦探 - 迷失者
Wara Wara Wars - Gekitou! Daigundan Battle (Japan),激斗！大军团战
BreakThru! (Japan),破坏方块
Taito Chase H.Q. + S.C.I. (Japan),TAITO 合集 - 追踪HQ + S.C.I.
Actua Soccer (Japan),超拟真足球
TNN Motor Sports HardCore 4X4 (USA),硬派四驱大脚车
VR Golf '97 (USA),VR高尔夫 '97
Quake (USA),雷神之锤
"Fighting Vipers (USA) (5S, 6S)",格斗之蛇
NFL '97 (USA),NFL橄榄球 '97
NFL '97 (USA) (Rev A),NFL橄榄球 '97
Robo Pit (Europe),机器人格斗场
Robo Pit (USA),机器人格斗场
SimCity 2000 (USA),模拟城市 2000
NFL Quarterback Club 97 (USA),NFL四分位橄榄球俱乐部 97
Panzer Dragoon (USA) (Demo) (3S),铁甲飞龙
Impact Racing (USA),碰撞赛车
Arcade's Greatest Hits (USA),街机Hits
Arcade's Greatest Hits - The Atari Collection 1 (USA),街机Hits - 雅达利收藏 1
NHL All-Star Hockey (USA) (1S),NHL冰球全明星赛
Frank Thomas Big Hurt Baseball (USA),法兰克棒球
Greatest Nine '96 (Japan) (3M),最强九人棒球 96
Greatest Nine '96 (Japan) (Rev A) (10M),最强九人棒球 96
Pebble Beach Golf Links - Stadler ni Chousen (Japan),圆石滩高尔夫 - 挑战斯塔德勒
HatTrick Hero S (Japan),帽子戏法英雄 S
Victory Goal Worldwide Edition (Japan),世嘉胜利足球
Sega International Victory Goal (Japan) (5M),世嘉 - 国际化胜利足球
J.League Victory Goal '96 (Japan) (2M),J联赛胜利足球 '96
"Puyo Puyo Tsuu (Japan) (1M, 4M)",魔法气泡
Devil Summoner - Soul Hackers - Akuma Zensho Dainishuu (Japan),
Shin Megami Tensei - Devil Summoner (Japan) (Rev B),真女神转生 - 恶魔召唤师
Batman Forever - The Arcade Game (Europe),永远的蝙蝠侠 街机版
Shin Seiki Evangelion - Eva to Yukaina Nakama-tachi (Japan),新世纪福音战士 - 和愉快的伙伴们
Elf o Karu Monotachi - Hanafuda-hen (Japan),精灵狩猎者 - 花札篇
Elf o Karu Monotachi II (Japan) (Disc 1),精灵狩猎者 2
Elf o Karu Monotachi II (Japan) (Disc 2) (Omake Disc),精灵狩猎者 2
Elf o Karu Monotachi (Japan) (Disc 1),精灵狩猎者
Elf o Karu Monotachi (Japan) (Disc 2) (Omake Disc),精灵狩猎者
Shoujo Kakumei Utena - Itsuka Kakumei Sareru Monogatari (Japan) (Disc 1),少女革命 - 终将迎来革命的故事
Shoujo Kakumei Utena - Itsuka Kakumei Sareru Monogatari (Japan) (Disc 2),少女革命 - 终将迎来革命的故事
Angelique Special 2 (Japan),安琪莉可 - 特别篇 2
"Actua Golf (Europe) (En,Fr,De)",阿克托高尔夫
Elevator Action^2 - Returns (Japan),电梯大战 2 - 回归
Ninja Jajamaru-kun - Onigiri Ninpouchou Gold (Japan),忍者茶茶丸 - 鬼斩忍法帖 金
BlackFire (Japan),黑火
Black Dawn (Japan),黑暗堕落
Thunderhawk II (Japan),雷霆飞鹰 2
Soviet Strike (Japan),攻击苏联
Battle Monsters (Europe),战争机器怪物
Azel - Panzer Dragoon RPG (Japan) (Disc 3) (2M),铁甲飞龙 RPG
Black Dawn (Europe),黑暗堕落
Azel - Panzer Dragoon RPG (Japan) (Disc 1) (2M),铁甲飞龙 RPG
Amok (Japan),杀人狂
Blazing Dragons (Germany),雷龙
Krazy Ivan (Japan),疯狂伊万
Gungriffon II (Japan),武装雄狮 2
MechWarrior 2 (Japan),机甲战士 2
Gungriffon (USA),武装雄狮
BrainDead 13 (USA),新空房禁地 13
Pebble Beach Golf Links (USA),圆石滩高尔夫
Puzzle Bobble 3 (Japan) (1M),泡泡通 2
Sega Saturn Choice Cuts (USA) (RE),
Virtua Racing (USA) (15S),VR赛车
Kidou Senshi Gundam - Gihren no Yabou - Kouryaku Shireisho (Japan),机动战士高达 - 基连之野望 攻略指令书
GunBlaze-S (Japan),美少女特勤组 S
Kuusou Kagaku Sekai Gulliver Boy (Japan) (Disc 1),空想科学世界
Kuusou Kagaku Sekai Gulliver Boy (Japan) (Disc 2),空想科学世界
"Real Bout Garou Densetsu (Japan) (En,Ja,Es,Pt) (2M)",真说 - 饿狼传说
Real Bout Garou Densetsu Special (Japan) (Rev A),真说 - 饿狼传说 特别版
Marica - Shinjitsu no Sekai (Japan),玛丽卡 - 真实的世界
Linda^3 Kanzenban (Japan),琳达 3 完全版
Soukyuu Gurentai - Otokuyou (Japan),苍穹红莲队 - 御德用
Sonic Jam (Japan) (Rev A),索尼克 JAM
Three Dirty Dwarves (Japan) (2M),爆笑三人组
Ninpen Manmaru (Japan),忍者笔满丸
Batman Forever - The Arcade Game (Japan),永远的蝙蝠侠 街机版
Falcom Classics II (Japan),Falcom经典怀旧合集 2
Iron Man & X-O Manowar in Heavy Metal (Japan),钢铁侠 - 重金属之战
"Sega Worldwide Soccer '98 - Club Edition (Europe) (En,Fr,Es) (Rev A)",世嘉世界联赛足球 '98 俱乐部版
"Hexen (Europe) (En,Fr,De,Es,It)",毁灭巫师
"Panzer Dragoon (Japan) (4A, 4B)",铁甲飞龙
G Vector (Japan),G战机
Baldy Land (Japan),秃子岛
Waku Waku 7 (Japan),火热火热 7
Garou Densetsu 3 - Road to the Final Victory (Japan),饿狼传说 3 - 最终胜利之路
Street Fighter Zero 2' (Japan),街头霸王 ZERO 2'
Shinouken (Japan),神凰拳
World Heroes Perfect (Japan),世界英雄完美版
Suiko Enbu (Japan),水浒演武
Suiko Enbu - Fuuun Saiki (Japan),水浒演武 - 风云再起
Fire Prowrestling S - 6Men Scramble (Japan) (1M),火爆摔跤 S - 6人大战
Fire Pro Gaiden Blazing Tornado (Japan),火爆职业摔跤
K-1 Grand Prix - Fighting Illusion Shou (Japan),K1 大奖赛 - 战斗幻觉 翔
Legend of K-1 - The Best Collection (Japan),K1 传说 - 最佳精选集
Ultraman - Hikari no Kyojin Densetsu (Japan),奥特曼 - 光之巨人传说
Wizard's Harmony 2 (Japan) (1M),巫师和声 2
Mr. Bones (Japan) (Disc 2),骨头先生
"Lost World, The - Jurassic Park (Japan)",侏罗纪公圆 - 失落的世界
Tanjou - Debut S (Japan) (5M),诞生 - DEBUT
Lode Runner - The Legend Returns (Japan),探宝奇兵 - 传说归来
Lode Runner Extra (Japan),挖金块
Next King - Koi no Sennen Oukoku (Japan),恋之千年王国
Slam 'n Jam '96 featuring Magic & Kareem - Signature Edition (USA),大灌篮 '96 - 魔术队对贾巴尔 签名版
Slam 'n Jam '96 featuring Magic & Kareem (Japan),大灌篮 '96 - 魔术队对贾巴尔
Voice Idol Maniacs - Pool Bar Story (Japan) (Disc 1) (2M),声优台球
Virtua Cop 2 (Japan) (3M),VR战警 2
Voice Idol Maniacs - Pool Bar Story (Japan) (Disc 2),声优台球
Uno DX (Japan),乌诺牌 DX
Revolution X - Music Is the Weapon (Japan) (10S),革命 X - 音乐就是武器
Tactics Ogre - Let Us Cling Together (Japan),皇家骑士团 - 命运之轮
SegaSaturn - SGL Tool Kit - Sega 3D Game Library (Japan),
SegaSaturn - Graphic & Sound Tools for Macintosh (Japan),
SegaSaturn - Movie Tools - Cinepak for Sega Saturn (Japan) (Hybrid Version),
"Virtua Photo Studio - Cameraman Simulation (Japan) (1M, 2M)",VR摄影棚 - 模拟摄影师
Bust-A-Move 2 - Arcade Edition (Europe),泡泡龙 2 街机版
"Grandia (Japan) (Disc 2) (1M, 2M)",格兰蒂亚
Langrisser - Dramatic Edition (Japan) (1M),梦幻模拟战 - 1 & 2 合集
"Langrisser IV (Japan) (1M, 3M)",梦幻模拟战 4
Techno Motor (Japan),
Lunar - Silver Star Story Complete (Japan),露娜 - 银河之星 完全版
Mahou Gakuen Lunar! (Japan) (2M),魔法学园 - 露娜
My Best Friends - St. Andrew Jogakuin-hen (Japan),我最好的朋友 - 女学院拼图篇
Angel Paradise Vol. 1 - Sakaki Yuko - Koi no Yokan in Hollywood (Japan),天使天堂卷 1 - 坂木优子 恋爱的预感在好莱坞
Angel Paradise Vol. 2 - Yoshino Kimika - Isshoni I-ta-i in Hawaii (Japan),天使天堂卷 2 - 吉野公佳 我们在一起在夏威夷
Girls in Motion Puzzle Vol. 1 - Hiyake no Omoide + Himekuri (Japan),美女拼图 1 - 日灼想出
Girls in Motion Puzzle Vol. 2 - Body Special 264 (Japan),美女拼图 2 - 特别身体 264
Cross Tantei Monogatari - Motsureta Nanatsu no Labyrinth (Japan) (Disc 1),CROSS侦探物语 - 纠结的7个迷宫
Cross Tantei Monogatari - Motsureta Nanatsu no Labyrinth (Japan) (Disc 2),CROSS侦探物语 - 纠结的7个迷宫
WWF WrestleMania - The Arcade Game (Japan),美国职业摔交联盟 - 街机游戏
No-appointment Gals Olympos (Japan),超次元奇遇
Command & Conquer (France) (Disc 1) (GDI),命令与征服
Aquazone - Desktop Life Option Disc Series 2 - Black Molly (Japan) (Rev A),
Command & Conquer (France) (Disc 2) (NOD),命令与征服
Earthworm Jim 2 (Japan) (2M),蚯蚓吉姆 2
Gex (Japan),杰克龙
Johnny Bazooka (Japan),约翰尼火箭筒
Spot Goes to Hollywood (Japan),七喜小子在好莱坞
Defcon 5 (Japan),核战危机 5
Deadalus (Japan) (2A),死亡逻辑
Soeldnerschild (Japan),少年佣兵团
Yellow Brick Road (Japan) (3M),黄砖路
Tilk - Aoi Umi kara Kita Shoujo (Japan),蒂尔克 - 大海来的少女
Fantastep (Japan),梦幻脚步
Dungeon Master Nexus (Japan),地牢围攻核心版
Bouken Katsugeki Monomono (Japan),冒险活剧物语
Nanatsu Kaze no Shima Monogatari (Japan) (Disc 1),七风岛物语
Nanatsu Kaze no Shima Monogatari (Japan) (Disc 2) (Premium CD),七风岛物语
Tactical Fighter (Japan),策略格斗
Wangan Trial Love (Japan),湾岸试恋
Simulation RPG Tkool (Japan),模拟 RPG工具
Sound Novel Tkool 2 (Japan),音响小说工具 2
Emit Vol. 1 - Toki no Maigo (Japan),
Emit Vol. 2 - Inochigake no Tabi (Japan) (Rev A),
Emit Vol. 3 - Watashi ni Sayonara o (Japan) (Rev A),
Mobile Suit Gundam Side Story II - Ao o Uketsugu Mono (Japan),机动战士高达外传 2 - 苍之继承者
Mobile Suit Gundam Side Story III - Sabakareshi Mono (Japan),机动战士高达外传 3 - 受审者
Mobile Suit Gundam Side Story - Optional Guide (Japan),机动战士高达外传 - 选配说明
Mobile Suit Gundam Side Story I - Senritsu no Blue (Japan) (Demo),机动战士高达外传 1 - 战栗之蓝
SD Gundam - GCentury S (Japan),SD 高达 - G 世纪 S
Lupin the 3rd Chronicles (Japan) (Disc 1),鲁邦三世 - 编年史
Lupin the 3rd Chronicles (Japan) (Disc 2),鲁邦三世 - 编年史
Street Fighter Zero (Japan) (Rev A) (10M),街头霸王 ZERO
Dead or Alive (Japan) (Rev A) (10M),生与死
Virtua Fighter Kids (Japan) (Java Tea Original),VR战士口袋版
Gokujou Parodius Da! Deluxe Pack (Japan),极上 Q版沙罗曼蛇
Winning Post EX (Japan),赛马大亨 EX
Dragon Force (Japan) (Rev A) (10M),龙之力量
Bulk Slash (Japan),巨大之剑
"Cyberia (Europe) (En,Fr,De)",生化悍将
D (France) (Disc 1),D之食卓
D (France) (Disc 2),D之食卓
"Break Point (Europe) (En,Fr)",破发网球
"FIFA - Die WM-Qualifikation 98 (Germany) (En,Fr,De,Es,It,Nl,Sv)",FIFA - 世界杯之路 98
"FIFA - En Route pour la Coupe du Monde 98 (France) (En,Fr,De,Es,It,Nl,Sv)",FIFA - 世界杯之路 98
Galactic Attack (Europe),太空侵略者
Hang On GP '96 (Europe),GP赛车 '96
"Hi-Octane (Europe) (En,Fr,De,Es)",机动战车
Jonah Lomu Rugby (Europe),约拿罗木橄榄球
Jonah Lomu Rugby (France),约拿罗木橄榄球
Darkseed (Japan),黑暗种子
"Magic Knight Rayearth (Japan) (Genteiban) (2M, 3M)",魔法骑士雷亚斯
Magic Knight Rayearth (Japan) (4M),魔法骑士雷亚斯
Clockwork Knight - Pepperouchau no Fukubukuro (Japan),发条骑士大冒险 合集
"Bug! Jump Shite, Funzukechatte, Petchanko (Japan)",BUG虫虫历险记
"Bug Too! Motto Motto Jump Shite, Funzukechatte, Petchanko (Japan)",虫虫历险记
Bomberman Wars (Japan),炸弹人战争
Hyper Reverthion (Japan) (2M),超越转换
Kisuishou Densetsu Astal (Japan) (3A),辉水晶传说
Crimewave (Japan),犯罪高潮
Hang On GP '95 (Japan) (2M),GP赛车 '95
Road Rash (Japan),暴力摩托
Destruction Derby (Japan),毁灭大赛车
F-1 Live Information (Japan),F1实况
Virtua Racing (Japan),VR赛车
Vatlva (Japan) (Rev A),乱斗赛车
Tactics Formula (Japan),玩具比赛车
Casper (USA),鬼马小精灵
Zero4 Champ DooZy-J Type-R (Japan),零四赛车代号 R
Sound Qube (Japan),声音魔盒
Cube Battler - Story of Shou (Japan),方块战士 - 调停人翔篇
Cube Battler - Story of Anna (Japan),方块战士 - 安娜未来篇
Sky Target (USA),空中目标
Henry Explorers (Japan),妖霸天下
Death Crimson (Japan),死亡之枪
Bust-A-Move 3 (USA),泡泡龙 3
Virtua Fighter Remix (USA),VR战士 - REMIX
Himitsu Sentai Metamor V (Japan),春风战队 V
Battle Athletess Daiundoukai (Japan),大运动会
Metal Fighter Miku (Japan),美少女战斗队
Simulation Zoo (Japan),模拟动物园
Jung Rhythm (Japan),荣格节律
Funky Fantasy (Japan),古怪幻想
Eiyuu Shigan - Gal Act Heroism (Japan),英雄志愿
Farland Saga (Japan),古大陆物语
Device Reign (Japan),危机世代
"Legend of Heroes I & II, The - Eiyuu Densetsu (Japan)",英雄传说 1+2
3D Baseball (USA),3D棒球
Area 51 (USA),51区
Baku Baku Animal - World Zookeeper Contest (USA),爆裂方块 - 世界动物园管理员大赛
Batman Forever - The Arcade Game (USA),永远的蝙蝠侠 街机版
BattleSport (USA),战斗运动
Bubble Bobble also featuring Rainbow Islands (USA),泡泡龙 - 彩虹岛
Battle Arena Toshinden URA - Ultimate Revenge Attack (USA),斗神传 URA - 终极复仇攻击
"Battle Stations (USA) (En,Fr,De)",战斗前线
Blast Chamber (USA),爆破
Break Point Tennis (USA),破发网球
Crusader - No Remorse (USA),十字军
Die Hard Trilogy (USA),虎胆龙威
"Hi-Octane - The Track Fights Back! (USA) (En,Fr,De,Es)",轨道还击
Johnny Bazookatone (USA),约翰尼火箭筒
WWF In Your House (USA),美国职业摔交联盟 - 你的房子
WWF WrestleMania - The Arcade Game (USA),美国职业摔交联盟 - 街机游戏
Denpa Shounen-teki Game (Japan) (Rerelease),电波少年的悬赏生活
Father Christmas (Japan),圣诞老人
Culdcept (Japan) (Rev B) (20M),卡片召唤师
Game-Ware Vol. 4 (Japan) (Disc A),世嘉 GAMEWARE 4
Game-Ware Vol. 4 (Japan) (Disc B),世嘉 GAMEWARE 4
SeaBass Fishing 2 (Japan),海鲈鱼垂钓 2
SeaBass Fishing (Japan),海鲈鱼垂钓
Murakoshi Seikai no Bakuchou Nihon Rettou (Japan),村越正海之爆钓日本列岛
Farland Saga - Toki no Michishirube (Japan),古大陆物语 - 时之道标
World Series Baseball II (Japan),世界棒球大赛 2
"Oracle no Houseki - Jewels of the Oracle (Japan) (En,Ja,Fr,De)",神谕的宝石 - 先知的宝石
Ultraman Zukan (Japan),
Langrisser V - The End of Legend (Japan) (1M),梦幻模拟战 V - 传说的终结
Album Club (Mune Kyun) - St. Paulia Jogakuin (Japan),专辑俱乐部
Senkutsu Katsuryu Taisen - Chaos Seed (Japan) (Disc 1) (Game Disc) (Rev B) (21M),仙窟活龙大战 - 混乱种子
Ai Iijima Interactive Video Clip - Good Island Cafe (Japan),
Gekka Mugentan Torico (Japan) (Disc A) (Kyouchou-hen) (1M),月花雾幻谭
Gekka Mugentan Torico (Japan) (Disc A) (Kyouchou-hen) (2M),月花雾幻谭
Gekka Mugentan Torico (Japan) (Disc B) (Houkai-hen) (1M),月花雾幻谭
Desire (Japan) (Disc 2) (2M),欲望
Eve - The Lost One (Japan) (Demo),夜行侦探 - 迷失者
Criticom (USA),御意见无用
Off-World Interceptor Extreme (USA),火爆大脚车
WarCraft II - The Dark Saga (USA),魔兽争霸 2 - 暗黑传说
Asuka 120% Limited - Burning Fest. Limited (Japan),飞鸟120% - 燃烧巨星
Sokkou Seitokai - Sonic Council (Japan),速攻生徒会
Sonic 3D - Flickies' Island (Japan),索尼克 3D 岛
Langrisser - Dramatic Edition (Japan) (2M),梦幻模拟战 - 1 & 2 合集
Langrisser III (Japan) (Rev A) (7M),梦幻模拟战 3
Langrisser V - The End of Legend (Japan) (3M),梦幻模拟战 V - 传说的终结
Shining Force III Premium Disc (Japan),
Keriotosse! (Japan),四人抢球
Planet Joker (Japan),星球扑克
Assault Rigs (Japan),攻击炮塔
Area 51 (Japan),51区
Hexen - Beyond Heretic (Japan),邪教巫师
Impact Racing (Japan),碰撞赛车
Sonic Wings Special (Japan),音速战机
Koutetsu Reiiki - Steeldom (Japan) (2M),钢铁灵域
"Rise 2 - Resurrection (Japan) (En,Fr,De,Es,It)",上升 2 - 复活
Pappara Paoon (Japan) (2M),啪啪方块
Croc! Pau-Pau Island (Japan),鳄鱼 - 保罗岛
Senken Kigyouden (Japan),仙剑奇侠传
"StarFighter 3000 (Europe) (En,Fr,De,Es,It)",星际战士 3000
StarFighter 3000 (Japan),星际战士 3000
Frank Thomas Big Hurt Baseball (Europe),法兰克棒球
Shellshock - Jus' Keepin' da Peace (Japan),弹震症 - 贝壳冲击
Off-World Interceptor Extreme (Japan),火爆大脚车
Ghen War (Japan),戈恩战争
Dark Hunter Ge - Youma no Mori (Japan),
Dark Hunter Jou - Ijigen Gakuen (Japan),
Wipeout XL (Japan),反重力赛车 XL
Primal Rage (Japan),恐龙佣兵
Mass Destruction - Otousan ni mo Dekiru Soft (Japan),大规模破坏 - 简单软件
Death Throttle - Kakuzetsu Toshi kara no Dasshutsu (Japan),死亡扼杀 - 逃出隔离诚
Kumitate Battle Kuttu Ketto (Japan),改装车对战大赛
X Japan - Virtual Shock 001 (Japan) (4M),
Space Jam (Japan),空中大灌篮
Magic Carpet (Japan),魔毯
Time Commando (Japan),时空游侠
Aquazone - Desktop Life Option Disc Series 1 - Angel Fish (Japan) (Rev A),
Aquazone - Desktop Life Option Disc Series 3 - Blue Emperor (Japan) (Rev A),
Aquazone - Desktop Life Option Disc Series 4 - Clown Loach (Japan) (Rev A),
Aquazone - Desktop Life Option Disc Series 5 - False Rummy-Nose (Japan) (Rev A),
Gouketsuji Ichizoku 3 - Groove on Fight (Japan),豪血寺一族 3
Tutankhamen no Nazo - A.N.K.H (Japan) (Disc 1),图坦卡门之谜 - A.N.K.H
Tutankhamen no Nazo - A.N.K.H (Japan) (Disc 2),图坦卡门之谜 - A.N.K.H
GT24 (Japan),GT24赛车
Samurai Spirits - Zankurou Musouken (Japan),侍魂 - 斩红郎无双剑
Tsuukai!! Slot Shooting (Japan),痛快对战柏青哥
Sakamoto Ryouma - Ishin Kaikoku (Japan),坂本龙马 - 维新开国
Honkaku Hanafuda (Japan),本格花札
Minami no Shima ni Buta ga Ita - Lucas no Daibouken (Japan) (2M),南岛大冒险
Segata Sanshirou - Shinken Yuugi (Japan),世嘉三四郎 - 真剑游戏
Junclassic C.C. & Rope Club (Japan) (2M),日本Jun经典乡村高尔夫俱乐部
Voice Fantasia S - Ushinawareta Voice Power (Japan) (Disc 2) (Premium CD-ROM),声音幻想曲 S - 失去的声音力量
Virtuacall S (Japan) (Disc 1) (Game Honpen),虚拟来电 S
Virtuacall S (Japan) (Disc 2) (Shokai Gentei Yobikake-kun),虚拟来电 S
Bakuretsu Hunter (Japan),爆裂猎人
Ayakashi Ninden Kunoichiban Plus (Japan) (Disc 2),魂兽女忍传一番 加强版
Ousama Game (Japan) (Disc 1) (Ichigo Disc),王国游戏
Ousama Game (Japan) (Disc 2) (Momo Disc),王国游戏
Haunted Casino (Japan) (Disc A),魔女赌场
Haunted Casino (Japan) (Disc B),魔女赌场
Haunted Casino (Japan) (Disc C),魔女赌场
Ojousama Express (Japan) (Disc 1),公主特急
Ojousama Express (Japan) (Disc 2),公主特急
Ojousama o Nerae!! (Japan) (Rev A),瞄准大小姐
Theme Park (Japan),主题乐园
Shin Theme Park (Japan),新主题公园
Sekai no Shasou kara - I Swiss-hen - Alps Tozantetsudou no Tabi (Japan),
LuLu - Un Conte Interactif de Romain Victor-Pujebet (Japan),
Super Robot Taisen F - Kanketsu-hen (Japan) (5M),超级机器人大战 F 完结篇
"Super Robot Taisen F - Kanketsu-hen (Japan) (2M, 3M)",超级机器人大战 F 完结篇
Super Robot Taisen F (Japan) (Rev B) (21M),超级机器人大战 F
