Name EN,Name CN
"David Beckham Soccer (USA) (En,Es) (Proto)",贝克汉姆足球
"David O'Leary's Total Soccer 2000 (Europe) (En,Fr,De,Es,It,Nl)",足球总决赛 2000
"Deadly Skies (Europe) (En,Fr,De)",致命高空
Dear Daniel no Sweet Adventure - Kitty-chan o Sagashite (Japan) (SGB Enhanced) (GB Compatible),凯蒂猫甜蜜的冒险 - 想见丹尼尔君
Deer Hunter (USA),猎鹿人
Deja Vu I & II (Japan),黑道惊魂 1 + 2
"Deja Vu I & II - The Casebooks of Ace Harding (Europe) (En,Fr)",黑道惊魂 1 + 2 - 案件集
"Deja Vu I & II - The Casebooks of Ace Harding (Europe) (Fr,De)",黑道惊魂 1 + 2 - 案件集
Deja Vu I & II - The Casebooks of Ace Harding (USA),黑道惊魂 1 + 2 - 案件集
Dejiko no Mahjong Party (Japan),可爱麻将
Dejiko no Mahjong Party (Japan) (Rev 1) (Proto),可爱麻将
"Denki Blocks! (USA) (En,Es) (Proto)",电击方块
"Denki Blocks! (Europe) (En,Fr,De,Es,It)",电击方块
Densha de Go! (Japan),电车 GO
Densha de Go! 2 (Japan),电车 GO2
"Dexter's Laboratory - Robot Rampage (USA, Europe)",电梯大战 - 机器人版
Digimon - Yellow Jade (USA) (Unl),
Digimon 02 4 (Taiwan) (En) (Unl),
Digimon 02 5 (USA) (Unl),
Digimon 2 (Taiwan) (En) (Unl),数码暴龙 2
Digimon 3 Crystal (Taiwan) (En) (Unl),
Digimon Adventure 2001 (USA) (Unl),
Digimon Amethyst (USA) (Unl),
Digimon Crystal II (USA) (Unl),
Digimon Pocket (Taiwan) (En) (Unl),数码暴龙 - 口袋版
Digimon Pocket (Taiwan) (Zh) (Unl),数码暴龙 - 口袋版
Digimon Saphire (USA) (Unl),
Digital Monster 2001 (Taiwan) (En) (Unl),
Dino Breeder 3 - Gaia Fukkatsu (Japan) (SGB Enhanced) (GB Compatible),饲养恐龙 3
Dino Breeder 4 (Japan) (SGB Enhanced) (GB Compatible),饲养恐龙 4
"Dinosaur (Europe) (En,Fr,De,Es,It)",迪斯尼恐龙
Dinosaur (USA),迪斯尼恐龙
Dinosaur (USA) (Beta),迪斯尼恐龙
"Dinosaur'us (Europe) (En,Fr,De,Es,It,Nl)",迪斯尼恐龙
Diva Starz (Europe),天后星光购物狂
Diva Starz (France),天后星光购物狂
Diva Starz (Germany),天后星光购物狂
Diva Starz - Mall Mania (USA),女明星 - 疯狂购物
Dogz (Europe),狗狗小站
Dogz (USA),狗狗小站
Dokapon! - Millennium Quest (Japan) (SGB Enhanced) (GB Compatible),千年探险
Doki x Doki Sasete!! (Japan),咕噜咕噜魔法阵
Dokidoki Densetsu - Mahoujin Guruguru (Japan),咕噜咕噜魔法
Donald Duck - Daisy o Sukue! (Japan),唐老鸭 - 嘎嘎叫大冒险
"Donald Duck - Goin' Quackers (USA) (En,Fr,De,Es,It)",唐老鸭 - 嘎嘎叫大冒险
"Donald Duck - Quack Attack (Europe) (En,Fr,De,Es,It)",唐老鸭 - 嘎嘎叫大冒险
Donkey Kong 2001 (Japan),大金刚 2001
Donkey Kong 5 - The Journey of Over Time and Space (Taiwan) (En) (Unl),
"Donkey Kong Country (USA) (En,Fr,De,Es,It) (Demo) (Kiosk)",大金刚王国
"Donkey Kong Country (USA, Europe) (En,Fr,De,Es,It)",大金刚王国
Donkey Kong GB - Dinky Kong & Dixie Kong (Japan),大金刚 GB
Doraemon - Aruke Aruke Labyrinth (Japan) (GB Compatible),多啦A梦 - 迷宫大冒险
Doraemon - Kimi to Pet no Monogatari (Japan) (GB Compatible),多啦A梦 - 宠物故事
Doraemon Kart 2 (Japan) (SGB Enhanced) (GB Compatible),多啦A梦赛车 2
Doraemon Memories - Nobita no Omoide Daibouken (Japan) (GB Compatible),多啦A梦 - 野比大冒险
Doraemon no Quiz Boy (Japan),多啦A梦问答
Doraemon no Quiz Boy (Japan) (Rev 1),多啦A梦问答
Doraemon no Quiz Boy 2 (Japan),小叮当益智问答 2
Doraemon no Study Boy - Gakushuu Kanji Game (Japan),多啦A梦 - 汉字学习
Doraemon no Study Boy - Kanji Yomikaki Master (Japan),小叮当汉字学习
Doraemon no Study Boy - Kuku Game (Japan),多啦A梦 - 乘法学习
Doug - La Grande Aventure (France),杜哥的胆量
Doug's Big Game (Germany),杜哥的胆量
Doug's Big Game (USA),杜哥的胆量
Doug's Big Game (Europe),杜哥的胆量
Dr. Rin ni Kiitemite! - Koi no Rin Fuusui (Japan),林博士 - 恋爱的风水
